Altium Designer Pick and Place Locations
C:\Users\ZdunekPC\Documents\Spektrop2\Spektrop2_Combined_Proc_CMV4000_V1\ProjectOutputsDefault\Pick Place\Pick Place for Spektrop2_PCB_Combined_CMV4000_V1(Default).txt

========================================================================================================================
File Design Information:

Date:       25-01-18
Time:       02:32
Revision:   Not in VersionControl
Variant:    Default
Units used: mil

Designator Comment             Layer       Footprint                      Center-X(mil) Center-Y(mil) Rotation Description                                                                                                 
LD1        Green               TopLayer    LED_KINGBRIGHT_KPH-1608CGCK    435.039       84.646        90       "LED Green 1C 2A"                                                                                           
R13        60k4                BottomLayer RESC1608X55N                   487.205       55.118        180      "Resistor - 0.1%"                                                                                           
R14        90k9                BottomLayer RESC1608X55N                   830.315       149.606       270      "Resistor - 0.1%"                                                                                           
R15        10k                 TopLayer    RESC1005X40N                   642.485       128.346       90       "Resistor - 1%"                                                                                             
R16        30k1                BottomLayer RESC1608X55N                   919.292       123.622       360      "Resistor - 0.1%"                                                                                           
R18        10k                 TopLayer    RESC1005X40N                   1072.835      104.331       180      "Resistor - 1%"                                                                                             
R19        10k                 TopLayer    RESC1005X40N                   1000.594      104.724       360      "Resistor - 1%"                                                                                             
R20        324k                TopLayer    RESC1608X55N                   974.409       43.307        360      "Resistor - 1%"                                                                                             
R21        10k                 TopLayer    RESC1005X40N                   478.740       106.299       90       "Resistor - 1%"                                                                                             
C98        100nF               BottomLayer CAPC1005X55N                   1192.848      1145.914      90       "Non-polarised capacitor"                                                                                   
C100       100nF               BottomLayer CAPC1005X55N                   1232.828      1145.914      90       "Non-polarised capacitor"                                                                                   
C89        100nF               TopLayer    CAPC1005X55N                   1318.898      1338.583      180      "Non-polarised capacitor"                                                                                   
C90        100nF               TopLayer    CAPC1005X55N                   1293.307      666.339       90       "Non-polarised capacitor"                                                                                   
R42        100                 BottomLayer RESC1005X40N                   1031.496      767.716       360      "Resistor - 1%"                                                                                             
R12        10k                 TopLayer    RESC1005X40N                   602.362       128.346       90       "Resistor - 1%"                                                                                             
R71        100                 BottomLayer RESC1005X40N                   559.055       893.701       360      "Resistor - 1%"                                                                                             
C150       470nF               BottomLayer CAPC1005X55N                   812.008       793.307       360      "Non-polarised capacitor"                                                                                   
C151       100nF               BottomLayer CAPC1005X55N                   819.882       966.535       90       "Non-polarised capacitor"                                                                                   
T4         BSH103              BottomLayer SOT95P230X110-3N               80.709        1293.307      270      "N-CHANNEL MOSFET WITH DIODE"                                                                               
D4         SM712               BottomLayer SOT95P237X112-3N               1578.740      228.346       180      "Asymmetrical TVS Diode for Extended Common-Mode RS-485"                                                    
D3         SM712               BottomLayer SOT95P237X112-3N               1578.740      629.921       90       "Asymmetrical TVS Diode for Extended Common-Mode RS-485"                                                    
C109       330uF               BottomLayer CAPMP3528X210N                 965.551       462.598       360      "Polarised capacitor"                                                                                       
IC8        MAX13433EETD+       TopLayer    SON40P300X300X80-15N-R180X240  1421.260      248.031       0        "16Mbps Full Duplex RS-485 Transceivers with Low-Voltage Logic Interface"                                   
C91        1uF                 TopLayer    CAPC1005X55N                   1383.858      603.346       360      "Non-polarised capacitor"                                                                                   
D6         BAT54               TopLayer    SOT95P240X130-3N               311.024       702.756       180      "Diode Schottky  Anode Pin 1 Cathode Pin 3 (Pas de pin 2)"                                                  
R22        10k                 TopLayer    RESC1005X40N                   2606.460      67.356        270      "Resistor - 1%"                                                                                             
R1         22                  TopLayer    RESC1005X40N                   2860.170      644.527       180      "Resistor - 1%"                                                                                             
IC6        MCP1826T-ADJE/DC    TopLayer    SOT127P700X180-6N              2406.517      158.555       180      "0.8V to 5.0V, 1A Low Voltage, Low Quiescent Current, Adjustable Positive LDO Regulator"                    
C9         100nF               TopLayer    CAPC1005X55N                   2862.517      980.555       180      "Non-polarised capacitor"                                                                                   
C30        100nF               TopLayer    CAPC1005X55N                   2775.824      803.807       180      "Non-polarised capacitor"                                                                                   
C29        100nF               TopLayer    CAPC1005X55N                   2866.142      1246.890      360      "Non-polarised capacitor"                                                                                   
C28        22uF                TopLayer    CAPC3216X180N                  2863.189      1310.866      360      "Non-polarised capacitor"                                                                                   
C25        100nF               TopLayer    CAPC1005X55N                   2489.173      466.378       90       "Non-polarised capacitor"                                                                                   
C2         100nF               TopLayer    CAPC1005X55N                   2510.517      1261.555      270      "Non-polarised capacitor"                                                                                   
C1         100nF               TopLayer    CAPC1005X55N                   2486.517      1188.839      270      "Non-polarised capacitor"                                                                                   
C22        100nF               TopLayer    CAPC1005X55N                   2529.517      466.839       270      "Non-polarised capacitor"                                                                                   
C21        100nF               TopLayer    CAPC1005X55N                   2467.396      1336.311      360      "Non-polarised capacitor"                                                                                   
C20        100nF               TopLayer    CAPC1005X55N                   2277.517      827.839       270      "Non-polarised capacitor"                                                                                   
IC7        MCP1826T-ADJE/DC    TopLayer    SOT127P700X180-6N              2694.882      1496.889      360      "0.8V to 5.0V, 1A Low Voltage, Low Quiescent Current, Adjustable Positive LDO Regulator"                    
C23        100nF               TopLayer    CAPC1005X55N                   2324.517      827.555       270      "Non-polarised capacitor"                                                                                   
R23        4k3                 TopLayer    RESC1608X55N                   2607.284      237.047       270      "Resistor - 1%"                                                                                             
R4         0                   TopLayer    RESC1005X40N                   2775.234      883.807       180      Resistor                                                                                                    
C24        22uF                TopLayer    CAPC3216X180N                  2354.207      1445.563      270      "Non-polarised capacitor"                                                                                   
C3         100nF               TopLayer    CAPC1005X55N                   2538.517      1189.555      270      "Non-polarised capacitor"                                                                                   
C4         100nF               TopLayer    CAPC1005X55N                   2631.517      1188.819      270      "Non-polarised capacitor"                                                                                   
C5         100nF               TopLayer    CAPC1005X55N                   2590.517      1188.819      270      "Non-polarised capacitor"                                                                                   
C6         100nF               TopLayer    CAPC1005X55N                   2563.517      1261.272      270      "Non-polarised capacitor"                                                                                   
C26        100nF               TopLayer    CAPC1005X55N                   2776.517      556.555       360      "Non-polarised capacitor"                                                                                   
C27        100nF               TopLayer    CAPC1005X55N                   2593.517      496.555       270      "Non-polarised capacitor"                                                                                   
C7         100nF               TopLayer    CAPC1005X55N                   2775.824      745.905       180      "Non-polarised capacitor"                                                                                   
C8         100nF               TopLayer    CAPC1005X55N                   2775.824      843.807       180      "Non-polarised capacitor"                                                                                   
C10        100nF               TopLayer    CAPC1005X55N                   2862.517      889.555       180      "Non-polarised capacitor"                                                                                   
C11        100nF               TopLayer    CAPC1005X55N                   2862.517      942.555       180      "Non-polarised capacitor"                                                                                   
C12        100nF               TopLayer    CAPC1005X55N                   2772.234      982.555       180      "Non-polarised capacitor"                                                                                   
C13        100nF               TopLayer    CAPC1005X55N                   2860.236      721.299       180      "Non-polarised capacitor"                                                                                   
C14        100nF               TopLayer    CAPC1005X55N                   2860.236      760.669       180      "Non-polarised capacitor"                                                                                   
C31        22uF                TopLayer    CAPC3216X180N                  2795.276      306.929       180      "Non-polarised capacitor"                                                                                   
C32        100nF               TopLayer    CAPC1005X55N                   2713.517      496.555       90       "Non-polarised capacitor"                                                                                   
C33        100nF               TopLayer    CAPC1005X55N                   2672.517      1188.819      270      "Non-polarised capacitor"                                                                                   
C34        100nF               TopLayer    CAPC1005X55N                   2669.517      495.272       90       "Non-polarised capacitor"                                                                                   
C15        100nF               TopLayer    CAPC1005X55N                   2860.236      682.913       180      "Non-polarised capacitor"                                                                                   
C16        100nF               TopLayer    CAPC1005X55N                   2713.517      1188.819      270      "Non-polarised capacitor"                                                                                   
C17        100nF               TopLayer    CAPC1005X55N                   2784.446      1052.012      180      "Non-polarised capacitor"                                                                                   
C18        100nF               TopLayer    CAPC1005X55N                   2862.517      1090.555      180      "Non-polarised capacitor"                                                                                   
C19        100nF               TopLayer    CAPC1005X55N                   2862.517      1023.555      180      "Non-polarised capacitor"                                                                                   
C68        1uF                 TopLayer    CAPC1608X87N                   2667.323      81.535        90       "Non-polarised capacitor"                                                                                   
C69        1uF                 TopLayer    CAPC1608X87N                   2699.803      206.535       360      "Non-polarised capacitor"                                                                                   
C70        1uF                 TopLayer    CAPC1608X87N                   2461.491      1545.956      360      "Non-polarised capacitor"                                                                                   
C71        1uF                 TopLayer    CAPC1608X87N                   2463.459      1447.531      180      "Non-polarised capacitor"                                                                                   
FB1        120R@100MHz         TopLayer    INDC1608X65N                   2465.428      1387.492      180      Inductor                                                                                                    
FB2        120R@100MHz         TopLayer    INDC1608X65N                   2669.291      297.087       90       Inductor                                                                                                    
L1         2.2uH               TopLayer    IND_BOURNS_SDR6603             3034.449      1471.299      180      Inductor                                                                                                    
R24        680                 TopLayer    RESC1608X55N                   2478.021      344.555       360      "Resistor - 1%"                                                                                             
R25        10k                 TopLayer    RESC1005X40N                   2463.459      1606.980      360      "Resistor - 1%"                                                                                             
R26        6k2                 TopLayer    RESC1608X55N                   2686.885      1325.484      180      "Resistor - 1%"                                                                                             
R27        1k6                 TopLayer    RESC1608X55N                   2686.885      1265.445      180      "Resistor - 1%"                                                                                             
IC1        CMV4000-2E5C1PP     BottomLayer CMOSIS_CMV4000                 2542.517      830.555       180      "Megapixel Machine Vision CMOS Image Sensor"                                                                
R2         22                  TopLayer    RESC1005X40N                   2860.170      605.157       180      "Resistor - 1%"                                                                                             
R3         22                  TopLayer    RESC1005X40N                   2860.170      565.787       180      "Resistor - 1%"                                                                                             
J4         "Header 80"         TopLayer    SAMTEC_ERM5-040-05.0-L-DV-K    2007.874      826.614       90       "Connector 80 Male"                                                                                         
J5         "Header 80"         TopLayer    SAMTEC_ERM5-040-05.0-L-DV-K    3110.236      826.614       90       "Connector 80 Male"                                                                                         
D2         BZV55-B3V3          TopLayer    DIOMELF3515N                   2007.874      180.945       180      "Zener Diode"                                                                                               
J3         PicoBlade           TopLayer    MOLEX_53047-0210               2001.968      80.551        180      "Connector 2 Male"                                                                                          
LD2        Green               TopLayer    LED_KINGBRIGHT_KPH-1608CGCK    2806.102      82.519        90       "LED Green 1C 2A"                                                                                           
LD3        Green               TopLayer    LED_KINGBRIGHT_KPH-1608CGCK    2859.252      82.520        90       "LED Green 1C 2A"                                                                                           
LD4        Green               TopLayer    LED_KINGBRIGHT_KPH-1608CGCK    2911.417      82.520        90       "LED Green 1C 2A"                                                                                           
R28        1k                  TopLayer    RESC1005X40N                   2806.102      182.913       90       "Resistor - 1%"                                                                                             
R29        10k                 TopLayer    RESC1005X40N                   2859.210      182.913       90       "Resistor - 1%"                                                                                             
R30        10k                 TopLayer    RESC1005X40N                   2910.433      182.913       90       "Resistor - 1%"                                                                                             
T1         BSH103              TopLayer    SOT95P230X110-3N               3006.888      97.632        270      "N-CHANNEL MOSFET WITH DIODE"                                                                               
T2         BSH103              TopLayer    SOT95P230X110-3N               3146.652      97.632        270      "N-CHANNEL MOSFET WITH DIODE"                                                                               
